,Variable,Importance,Participant,Time
K23117,Drives,0.002968869,K23117,LIWC
K23120,Drives,0.001788336,K23120,LIWC
K23121,Drives,0.000842319,K23121,LIWC
K23122,Drives,0.001036615,K23122,LIWC
K23125,Drives,0.00470359,K23125,LIWC
K23126,Drives,0.07783256,K23126,LIWC
K23128,Drives,0,K23128,LIWC
K23129,Drives,0.000429094,K23129,LIWC
K23130,Drives,0,K23130,LIWC
K23131,Drives,0.005085611,K23131,LIWC
K23133,Drives,0.000200209,K23133,LIWC
K23134,Drives,0.000176561,K23134,LIWC
K23136,Drives,0.000656685,K23136,LIWC
K23142,Drives,0,K23142,LIWC
K23143,Drives,0.01488399,K23143,LIWC
K23144,Drives,0.000566776,K23144,LIWC
K23145,Drives,0.000527555,K23145,LIWC
K23147,Drives,0,K23147,LIWC
K23148,Drives,0.00050087,K23148,LIWC
K23150,Drives,0.006904764,K23150,LIWC
K23153,Drives,0.002744556,K23153,LIWC
K23156,Drives,0,K23156,LIWC
K23502,Drives,0.000638587,K23502,LIWC
K23503,Drives,0,K23503,LIWC
K23507,Drives,0.006873454,K23507,LIWC
K23508,Drives,0.00350017,K23508,LIWC
K23509,Drives,8.03E-05,K23509,LIWC
K23510,Drives,0.014961158,K23510,LIWC
K23517,Drives,0.030984398,K23517,LIWC
K23521,Drives,0.004382576,K23521,LIWC
K23526,Drives,0.020963848,K23526,LIWC
K23529,Drives,3.45E-05,K23529,LIWC
K23531,Drives,0,K23531,LIWC
K23532,Drives,0,K23532,LIWC
K23533,Drives,0.037035885,K23533,LIWC
K23536,Drives,0,K23536,LIWC
K23537,Drives,0.000493518,K23537,LIWC
K23540,Drives,0.040657478,K23540,LIWC
K23541,Drives,0,K23541,LIWC
K23548,Drives,0.002856303,K23548,LIWC
K23551,Drives,0.001263119,K23551,LIWC
K23552,Drives,0.001770758,K23552,LIWC
K23555,Drives,0.004772689,K23555,LIWC
K23556,Drives,0.001051646,K23556,LIWC
K23557,Drives,0.00158868,K23557,LIWC
K23559,Drives,7.07E-05,K23559,LIWC
K23563,Drives,0.00017427,K23563,LIWC
K23565,Drives,0,K23565,LIWC
KTFG534,Drives,0.037839377,KTFG534,LIWC
KTGF118,Drives,0.000286523,KTGF118,LIWC
KTGF120,Drives,0.001049702,KTGF120,LIWC
KTGF122,Drives,0.005020489,KTGF122,LIWC
KTGF124,Drives,0.000323749,KTGF124,LIWC
KTGF125,Drives,0.000346523,KTGF125,LIWC
KTGF129,Drives,0.002524787,KTGF129,LIWC
KTGF130,Drives,0.024620698,KTGF130,LIWC
KTGF136,Drives,0,KTGF136,LIWC
KTGF142,Drives,0,KTGF142,LIWC
KTGF143,Drives,0.001668138,KTGF143,LIWC
KTGF146,Drives,0,KTGF146,LIWC
KTGF147,Drives,0.011339451,KTGF147,LIWC
KTGF148,Drives,0.009810111,KTGF148,LIWC
KTGF153,Drives,0.011267153,KTGF153,LIWC
KTGF154,Drives,0.002360227,KTGF154,LIWC
KTGF156,Drives,0.005878644,KTGF156,LIWC
KTGF157,Drives,0.027244732,KTGF157,LIWC
KTGF158,Drives,0,KTGF158,LIWC
KTGF527,Drives,0,KTGF527,LIWC
KTGF528,Drives,0,KTGF528,LIWC
KTGF533,Drives,0.004326896,KTGF533,LIWC
KTGF540,Drives,0,KTGF540,LIWC
KTGF544,Drives,0.003314017,KTGF544,LIWC
KTGF545,Drives,0.003389974,KTGF545,LIWC
KTGF549,Drives,0,KTGF549,LIWC
KTGF550,Drives,0.054154519,KTGF550,LIWC
KTGF553,Drives,0.009370054,KTGF553,LIWC
KTGF556,Drives,0.000763792,KTGF556,LIWC
KTGF557,Drives,0.00579641,KTGF557,LIWC
KTGF561,Drives,0.00393047,KTGF561,LIWC
KTGF562,Drives,0.000779318,KTGF562,LIWC
KTGF565,Drives,0.000753492,KTGF565,LIWC
KTGF570,Drives,0.002545303,KTGF570,LIWC
KTGF572,Drives,0,KTGF572,LIWC
K23109,Negative emotions (LIWC),0.004030274,K23109,LIWC
K23121,Negative emotions (LIWC),4.12E-05,K23121,LIWC
K23125,Negative emotions (LIWC),0,K23125,LIWC
K23128,Negative emotions (LIWC),0.000305661,K23128,LIWC
K23131,Negative emotions (LIWC),0.020607792,K23131,LIWC
K23133,Negative emotions (LIWC),0.000574323,K23133,LIWC
K23134,Negative emotions (LIWC),0,K23134,LIWC
K23136,Negative emotions (LIWC),0,K23136,LIWC
K23145,Negative emotions (LIWC),0.001485493,K23145,LIWC
K23147,Negative emotions (LIWC),0,K23147,LIWC
K23150,Negative emotions (LIWC),0.008530499,K23150,LIWC
K23153,Negative emotions (LIWC),0.000380636,K23153,LIWC
K23502,Negative emotions (LIWC),0.047796805,K23502,LIWC
K23503,Negative emotions (LIWC),6.75E-05,K23503,LIWC
K23509,Negative emotions (LIWC),0.048226335,K23509,LIWC
K23510,Negative emotions (LIWC),5.49E-06,K23510,LIWC
K23521,Negative emotions (LIWC),0.000366858,K23521,LIWC
K23526,Negative emotions (LIWC),0.001843771,K23526,LIWC
K23529,Negative emotions (LIWC),0.000352694,K23529,LIWC
K23531,Negative emotions (LIWC),8.85E-09,K23531,LIWC
K23532,Negative emotions (LIWC),0,K23532,LIWC
K23536,Negative emotions (LIWC),0,K23536,LIWC
K23537,Negative emotions (LIWC),0.000553469,K23537,LIWC
K23540,Negative emotions (LIWC),0.001300821,K23540,LIWC
K23541,Negative emotions (LIWC),0,K23541,LIWC
K23548,Negative emotions (LIWC),0.000406056,K23548,LIWC
K23552,Negative emotions (LIWC),0.000313766,K23552,LIWC
K23556,Negative emotions (LIWC),0.005051435,K23556,LIWC
K23559,Negative emotions (LIWC),0.110702614,K23559,LIWC
K23563,Negative emotions (LIWC),0,K23563,LIWC
K23565,Negative emotions (LIWC),9.77E-05,K23565,LIWC
KTFG534,Negative emotions (LIWC),0.017476033,KTFG534,LIWC
KTGF118,Negative emotions (LIWC),1.23E-05,KTGF118,LIWC
KTGF120,Negative emotions (LIWC),0.00131061,KTGF120,LIWC
KTGF142,Negative emotions (LIWC),4.67E-06,KTGF142,LIWC
KTGF143,Negative emotions (LIWC),0.000839362,KTGF143,LIWC
KTGF148,Negative emotions (LIWC),0.017907594,KTGF148,LIWC
KTGF158,Negative emotions (LIWC),0.004163746,KTGF158,LIWC
KTGF527,Negative emotions (LIWC),0.000119376,KTGF527,LIWC
KTGF528,Negative emotions (LIWC),0.000134831,KTGF528,LIWC
KTGF533,Negative emotions (LIWC),0.008944671,KTGF533,LIWC
KTGF540,Negative emotions (LIWC),0.023128998,KTGF540,LIWC
KTGF544,Negative emotions (LIWC),0.001924553,KTGF544,LIWC
KTGF549,Negative emotions (LIWC),0,KTGF549,LIWC
KTGF550,Negative emotions (LIWC),0.002864623,KTGF550,LIWC
KTGF553,Negative emotions (LIWC),0.003580815,KTGF553,LIWC
KTGF556,Negative emotions (LIWC),0.001837873,KTGF556,LIWC
KTGF562,Negative emotions (LIWC),0.000200591,KTGF562,LIWC
KTGF565,Negative emotions (LIWC),0.000716523,KTGF565,LIWC
K23121,Positive emotions (LIWC),0.000132218,K23121,LIWC
K23125,Positive emotions (LIWC),0.000235268,K23125,LIWC
K23133,Positive emotions (LIWC),4.93E-09,K23133,LIWC
K23134,Positive emotions (LIWC),0.00097727,K23134,LIWC
K23136,Positive emotions (LIWC),2.96E-05,K23136,LIWC
K23143,Positive emotions (LIWC),0.004766196,K23143,LIWC
K23145,Positive emotions (LIWC),0.000367902,K23145,LIWC
K23147,Positive emotions (LIWC),0,K23147,LIWC
K23510,Positive emotions (LIWC),0.001312458,K23510,LIWC
K23529,Positive emotions (LIWC),2.89E-05,K23529,LIWC
K23532,Positive emotions (LIWC),8.09E-05,K23532,LIWC
K23537,Positive emotions (LIWC),0.011839476,K23537,LIWC
K23555,Positive emotions (LIWC),0.001668107,K23555,LIWC
K23556,Positive emotions (LIWC),0.000911559,K23556,LIWC
KTFG534,Positive emotions (LIWC),0.000953588,KTFG534,LIWC
KTGF118,Positive emotions (LIWC),0.000400481,KTGF118,LIWC
KTGF120,Positive emotions (LIWC),9.83E-05,KTGF120,LIWC
KTGF125,Positive emotions (LIWC),0.001769413,KTGF125,LIWC
KTGF143,Positive emotions (LIWC),0.000467887,KTGF143,LIWC
KTGF146,Positive emotions (LIWC),0,KTGF146,LIWC
KTGF148,Positive emotions (LIWC),0.009269062,KTGF148,LIWC
KTGF158,Positive emotions (LIWC),0.002856854,KTGF158,LIWC
KTGF527,Positive emotions (LIWC),2.41E-05,KTGF527,LIWC
KTGF528,Positive emotions (LIWC),6.48E-05,KTGF528,LIWC
KTGF544,Positive emotions (LIWC),0.000261541,KTGF544,LIWC
KTGF549,Positive emotions (LIWC),0.000243929,KTGF549,LIWC
